Name,Easting,Northing,Elevation,Date_Obs,Time_Obs,,
SHB89_B1_GH-CT_2,395639.2141,7616240.152,739.689397,6/25/2019,3:00:20 PM,,
SHB89_B1_GH-CT_3,395641.0306,7616245.484,739.969192,6/25/2019,2:58:50 PM,,
SHB89_B1_GH-CT_4,395641.8042,7616240.687,740.000534,6/25/2019,2:59:08 PM,,
SHB89_B1_GH-NP_1,395640.2615,7616233.145,739.817788,6/25/2019,3:01:17 PM,,
SHB89_B1_GH-NP_2,395641.3732,7616228.388,739.966509,6/25/2019,3:01:33 PM,,
SHB89_B1_GH-NP_3,395642.7931,7616233.728,739.954348,6/25/2019,2:59:59 PM,,
SHB89_B1_GH-NP_4,395643.9319,7616228.902,739.691231,6/25/2019,3:00:16 PM,,
SHB89_B1_N_1,395615.2785,7616271.954,739.157236,6/25/2019,2:53:51 PM,,
SHB89_B1_N_2,395619.7019,7616269.588,739.471377,6/25/2019,2:54:34 PM,,
SHB89_B1_N_3,395620.7664,7616280.655,739.075351,6/25/2019,2:54:24 PM,,
SHB89_B1_N_4,395624.853,7616278.267,739.171113,6/25/2019,2:54:58 PM,,
SHB89_B1_NP_1,395600.052,7616281.221,737.920676,6/25/2019,2:47:41 PM,,
SHB89_B1_NP_2,395604.203,7616278.674,738.56594,6/25/2019,2:48:11 PM,,
SHB89_B1_NP_3,395605.1409,7616289.923,737.953591,6/25/2019,2:36:59 PM,,
SHB89_B1_NP_4,395609.5759,7616287.428,738.290064,6/25/2019,2:37:26 PM,,
SHB89_B1_P_1,395605.1826,7616278.042,738.625678,6/25/2019,2:48:45 PM,,
SHB89_B1_P_2,395609.4308,7616275.691,738.919895,6/25/2019,2:49:09 PM,,
SHB89_B1_P_3,395610.3821,7616287.042,738.283271,6/25/2019,2:38:18 PM,,
SHB89_B1_P_4,395614.545,7616284.49,738.718665,6/25/2019,2:38:44 PM,,
SHB89_B1_SH_1,395616.1734,7616277.612,739.08815,6/25/2019,2:51:55 PM,,
SHB89_B1_SH_2,395613.991,7616278.641,738.947246,6/25/2019,2:52:43 PM,,
SHB89_B1_SH_3,395616.108,7616283.183,738.821274,6/25/2019,2:53:41 PM,,
SHB89_B1_SH_4,395618.3171,7616282.133,738.974966,6/25/2019,2:53:10 PM,,
SHB89_B2_CT1_1,394836.8582,7615941.678,720.618577,6/25/2019,3:23:38 PM,,
SHB89_B2_CT1_2,394832.0448,7615940.525,720.504467,6/25/2019,3:24:25 PM,,
SHB89_B2_CT1_3,394839.6087,7615932.062,720.429157,6/25/2019,3:23:37 PM,,
SHB89_B2_CT1_4,394834.851,7615930.9,720.578641,6/25/2019,3:23:58 PM,,
SHB89_B2_GH-CT_1,394825.7993,7615943.136,720.47958,6/25/2019,3:26:00 PM,,
SHB89_B2_GH-CT_2,394822.434,7615946.717,720.230696,6/25/2019,3:26:22 PM,,
SHB89_B2_GH-CT_3,394823.9456,7615941.379,720.403065,6/25/2019,3:25:56 PM,,
SHB89_B2_GH-CT_4,394820.5056,7615944.899,720.181191,6/25/2019,3:26:12 PM,,
SHB89_B2_GH-NP_1,394821.6365,7615947.426,720.179168,6/25/2019,3:26:53 PM,,
SHB89_B2_GH-NP_2,394818.0604,7615950.945,719.745576,6/25/2019,3:27:16 PM,,
SHB89_B2_GH-NP_3,394819.841,7615945.663,720.140321,6/25/2019,3:26:31 PM,,
SHB89_B2_GH-NP_4,394816.2714,7615948.948,719.798938,6/25/2019,3:26:56 PM,,
SHB89_B2_N_1,394830.9785,7615940.12,720.62989,6/25/2019,3:24:57 PM,,
SHB89_B2_N_2,394826.6579,7615938.749,720.523794,6/25/2019,3:25:20 PM,,
SHB89_B2_N_3,394833.901,7615930.604,720.521003,6/25/2019,3:24:39 PM,,
SHB89_B2_N_4,394829.0607,7615929.398,720.607752,6/25/2019,3:25:02 PM,,
SHB89_B2_NP_1,394848.387,7615945.145,720.445206,6/25/2019,3:20:29 PM,,
SHB89_B2_NP_2,394843.4416,7615944.361,720.477579,6/25/2019,3:21:02 PM,,
SHB89_B2_NP_3,394851.1272,7615935.473,720.614855,6/25/2019,3:20:43 PM,,
SHB89_B2_NP_4,394846.3865,7615934.039,720.622659,6/25/2019,3:21:05 PM,,
SHB89_B2_P_1,394822.9201,7615950.706,720.170212,6/25/2019,3:28:33 PM,,
SHB89_B2_P_2,394826.6153,7615954.208,719.997835,6/25/2019,3:29:18 PM,,
SHB89_B2_P_3,394816.0958,7615958.191,719.490553,6/25/2019,3:28:05 PM,,
SHB89_B2_P_4,394819.8448,7615961.292,719.487164,6/25/2019,3:28:39 PM,,
SHB89_B2_SH_1,394841.6054,7615942.786,720.510459,6/25/2019,3:22:34 PM,,
SHB89_B2_SH_2,394839.1237,7615942.421,720.599178,6/25/2019,3:23:01 PM,,
SHB89_B2_SH_3,394842.6815,7615937.944,720.638502,6/25/2019,3:22:25 PM,,
SHB89_B2_SH_4,394840.0682,7615937.537,720.6433,6/25/2019,3:22:58 PM,,
WSG89_B1_CT1_1,394191.6564,7614800.078,717.933681,6/26/2019,3:38:16 PM,,
WSG89_B1_CT1_2,394188.9278,7614796.276,717.958147,6/26/2019,3:38:32 PM,,
WSG89_B1_CT1_3,394181.115,7614802.3,717.926315,6/26/2019,3:38:55 PM,,
WSG89_B1_CT1_4,394184.1577,7614806.304,717.933462,6/26/2019,3:39:13 PM,,
WSG89_B1_CT2_1,394163.4279,7614822.114,717.780193,6/26/2019,3:48:44 PM,,
WSG89_B1_CT2_2,394160.4107,7614818.133,717.959636,6/26/2019,3:49:00 PM,,
WSG89_B1_CT2_3,394168.3865,7614812.059,718.024331,6/26/2019,3:49:17 PM,,
WSG89_B1_CT2_4,394171.3601,7614816.067,717.881539,6/26/2019,3:49:30 PM,,
WSG89_B1_EXTRA1_1,394173.969,7614814.257,717.881539,6/26/2020,,,
WSG89_B1_EXTRA1_2,394170.8012,7614810.23,718.023025,6/26/2019,3:44:33 PM,,
WSG89_B1_EXTRA1_3,394178.6522,7614804.196,717.936353,6/26/2019,3:44:56 PM,,
WSG89_B1_EXTRA1_4,394181.6843,7614808.167,718.063734,6/26/2019,3:45:21 PM,,
WSG89_B1_EXTRA2_1,394166.5025,7614809.711,717.914549,6/26/2019,3:50:27 PM,,
WSG89_B1_EXTRA2_2,394163.4721,7614805.735,717.913296,6/26/2019,3:50:42 PM,,
WSG89_B1_EXTRA2_3,394155.5734,7614811.74,717.947654,6/26/2019,3:51:02 PM,,
WSG89_B1_EXTRA2_4,394158.6292,7614815.721,718.067514,6/26/2019,3:51:18 PM,,
WSG89_B1_EXTRA3_1,394173.1633,7614818.416,717.965923,6/26/2019,3:47:16 PM,,
WSG89_B1_EXTRA3_2,394176.3591,7614822.464,717.988685,6/26/2019,3:47:33 PM,,
WSG89_B1_EXTRA3_3,394168.415,7614828.472,717.786578,6/26/2019,3:47:52 PM,,
WSG89_B1_EXTRA3_4,394165.2,7614824.385,717.69158,6/26/2019,3:48:08 PM,,
WSG89_B1_GH-CT_1,394160.3453,7614820.907,717.914949,6/26/2019,3:51:50 PM,,
WSG89_B1_GH-CT_2,394162.1976,7614822.699,717.829431,6/26/2019,3:52:06 PM,,
WSG89_B1_GH-CT_3,394158.6182,7614826.123,717.841963,6/26/2019,3:52:23 PM,,
WSG89_B1_GH-CT_4,394156.8264,7614824.324,717.829768,6/26/2019,3:52:35 PM,,
WSG89_B1_GH-NP_1,394152.7403,7614827.617,717.79697,6/26/2019,3:52:59 PM,,
WSG89_B1_GH-NP_2,394150.9196,7614825.954,717.864804,6/26/2019,3:53:11 PM,,
WSG89_B1_GH-NP_3,394147.6579,7614829.635,717.921789,6/26/2019,3:53:24 PM,,
WSG89_B1_GH-NP_4,394149.5272,7614831.366,717.868848,6/26/2019,3:53:46 PM,,
WSG89_B1_N_1,394154.9607,7614832.418,717.567326,6/26/2019,3:54:28 PM,,
WSG89_B1_N_2,394158.0444,7614836.334,717.947233,6/26/2019,3:54:43 PM,,
WSG89_B1_N_3,394165.9471,7614830.299,717.842173,6/26/2019,3:55:08 PM,,
WSG89_B1_N_4,394162.7647,7614826.275,717.587947,6/26/2019,3:55:27 PM,,
WSG89_B1_NP_1,394183.5564,7614810.587,717.928386,6/26/2019,3:45:47 PM,,
WSG89_B1_NP_2,394186.6471,7614814.524,717.932346,6/26/2019,3:46:04 PM,,
WSG89_B1_NP_3,394178.7892,7614820.617,717.945003,6/26/2019,3:46:22 PM,,
WSG89_B1_NP_4,394175.6391,7614816.568,717.868232,6/26/2019,3:46:39 PM,,
WSG89_B1_P_1,394186.0261,7614808.701,718.024594,6/26/2019,3:35:34 PM,,
WSG89_B1_P_2,394189.1136,7614812.579,717.979198,6/26/2019,3:36:33 PM,,
WSG89_B1_P_3,394197.0174,7614806.582,717.93948,6/26/2019,3:37:25 PM,,
WSG89_B1_P_4,394194.026,7614802.75,718.141476,6/26/2019,3:37:40 PM,,
WSG89_B1_SH-CT_1,394176.7459,7614800.873,717.943125,6/26/2019,3:40:26 PM,,
WSG89_B1_SH-CT_2,394175.1594,7614798.772,717.933969,6/26/2019,3:41:14 PM,,
WSG89_B1_SH-CT_3,394171.2045,7614801.736,717.947413,6/26/2019,3:41:31 PM,,
WSG89_B1_SH-CT_4,394172.8098,7614803.805,717.946022,6/26/2019,3:41:44 PM,,
WSG89_B2_CT_1,395313.6786,7617217.041,714.252344,6/25/2019,12:08:52 PM,,
WSG89_B2_CT_2,395317.3049,7617207.603,714.465435,6/25/2019,12:09:48 PM,,
WSG89_B2_CT_3,395322.1243,7617209.502,714.438045,6/25/2019,12:08:56 PM,,
WSG89_B2_CT_4,395318.6067,7617218.653,714.320099,6/25/2019,12:07:27 PM,,
WSG89_B2_GH-CT_1,395298.8393,7617255.149,713.833256,6/25/2019,11:57:55 AM,,
WSG89_B2_GH-CT_2,395299.6782,7617252.827,713.882515,6/25/2019,11:58:19 AM,,
WSG89_B2_GH-CT_3,395304.358,7617254.428,713.805287,6/25/2019,11:58:50 AM,,
WSG89_B2_GH-CT_4,395303.4986,7617256.767,713.680047,6/25/2019,11:58:30 AM,,
WSG89_B2_GH-NP_1,395297.6618,7617258.183,713.808695,6/25/2019,11:56:06 AM,,
WSG89_B2_GH-NP_2,395296.7188,7617260.5,713.78645,6/25/2019,11:56:19 AM,,
WSG89_B2_GH-NP_3,395302.2525,7617259.946,713.627039,6/25/2019,11:56:40 AM,,
WSG89_B2_GH-NP_4,395301.313,7617262.292,713.420659,6/25/2019,11:57:56 AM,,
WSG89_B2_N_1,395307.9709,7617231.728,714.189894,6/25/2019,12:01:28 PM,,
WSG89_B2_N_2,395312.044,7617221.914,714.298373,6/25/2019,12:01:59 PM,,
WSG89_B2_N_3,395316.6884,7617223.299,714.301862,6/25/2019,12:02:07 PM,,
WSG89_B2_N_4,395312.8641,7617233.372,714.241918,6/25/2019,12:01:31 PM,,
WSG89_B2_NP_1,395302.1145,7617246.52,713.963264,6/25/2019,11:58:59 AM,,
WSG89_B2_NP_2,395305.7237,7617237.239,714.091939,6/25/2019,12:00:14 PM,,
WSG89_B2_NP_3,395310.6774,7617239.071,714.215233,6/25/2019,12:00:04 PM,,
WSG89_B2_NP_4,395307.0804,7617248.361,713.995311,6/25/2019,11:59:25 AM,,
WSG89_B2_P_1,395325.1434,7617186.815,714.856817,6/25/2019,12:13:45 PM,,
WSG89_B2_P_2,395328.8401,7617177.346,715.032119,6/25/2019,12:15:03 PM,,
WSG89_B2_P_3,395333.4974,7617179.243,715.045775,6/25/2019,12:15:06 PM,,
WSG89_B2_P_4,395329.861,7617188.692,714.887071,6/25/2019,12:13:38 PM,,
WSG89_B2_SH-CT_1,395323.5036,7617193.769,714.610922,6/25/2019,12:12:12 PM,,
WSG89_B2_SH-CT_2,395321.5645,7617198.373,714.577987,6/25/2019,12:12:54 PM,,
WSG89_B2_SH-CT_3,395325.8942,7617194.73,714.746823,6/25/2019,12:12:01 PM,,
WSG89_B2_SH-CT_4,395323.8963,7617199.234,714.543359,6/25/2019,12:12:23 PM,,
WSG89_B2_SH-CT_OUT_1,395319.5121,7617202.054,714.641729,6/25/2019,12:10:41 PM,,
WSG89_B2_SH-CT_OUT_2,395322.9098,7617192.586,714.730864,6/25/2019,12:11:31 PM,,
WSG89_B2_SH-CT_OUT_3,395327.5454,7617194.49,714.633122,6/25/2019,12:11:29 PM,,
WSG89_B2_SH-CT_OUT_4,395324.2121,7617203.598,714.545376,6/25/2019,12:10:37 PM,,
WSG89_B3_CT_1,395287.3963,7617247.26,713.636908,6/25/2019,11:53:56 AM,,
WSG89_B3_CT_2,395283.8208,7617256.395,713.627933,6/25/2019,11:56:10 AM,,
WSG89_B3_CT_3,395292.151,7617249.099,713.812383,6/25/2019,11:54:00 AM,,
WSG89_B3_CT_4,395288.7337,7617258.398,713.71704,6/25/2019,11:54:19 AM,,
WSG89_B3_EXTRA1_1,395310.6154,7617187.662,714.783596,6/25/2019,11:45:15 AM,,
WSG89_B3_EXTRA1_2,395307.0017,7617197.013,714.514848,6/25/2019,11:48:04 AM,,
WSG89_B3_EXTRA1_3,395315.5799,7617189.659,714.823479,6/25/2019,11:45:25 AM,,
WSG89_B3_EXTRA1_4,395311.878,7617198.988,714.561433,6/25/2019,11:46:41 AM,,
WSG89_B3_EXTRA2_1,395299.0692,7617217.461,714.325541,6/25/2019,11:50:56 AM,,
WSG89_B3_EXTRA2_2,395295.5064,7617226.649,714.165345,6/25/2019,11:51:26 AM,,
WSG89_B3_EXTRA2_3,395303.9677,7617219.419,714.466049,6/25/2019,11:50:08 AM,,
WSG89_B3_EXTRA2_4,395300.0601,7617228.54,714.209948,6/25/2019,11:50:27 AM,,
WSG89_B3_N_1,395293.0633,7617232.125,713.794847,6/25/2019,11:52:30 AM,,
WSG89_B3_N_2,395289.5108,7617241.547,713.73012,6/25/2019,11:53:01 AM,,
WSG89_B3_N_3,395297.5587,7617234.171,714.004137,6/25/2019,11:52:27 AM,,
WSG89_B3_N_4,395294.2617,7617243.39,713.900116,6/25/2019,11:52:47 AM,,
WSG89_B3_NP_1,395316.7297,7617172.551,714.964154,6/25/2019,11:40:32 AM,,
WSG89_B3_NP_2,395312.8539,7617181.959,714.745021,6/25/2019,11:42:40 AM,,
WSG89_B3_NP_3,395321.4479,7617174.475,714.837115,6/25/2019,11:38:03 AM,,
WSG89_B3_NP_4,395317.824,7617183.921,714.722345,6/25/2019,11:42:42 AM,,
WSG89_B3_P_1,395304.8491,7617202.592,714.492474,6/25/2019,11:49:05 AM,,
WSG89_B3_P_2,395301.2444,7617211.939,714.437472,6/25/2019,11:50:05 AM,,
WSG89_B3_P_3,395309.805,7617204.591,714.492067,6/25/2019,11:48:06 AM,,
WSG89_B3_P_4,395306.2181,7617213.865,714.448137,6/25/2019,11:49:02 AM,,
